index,topic,label,length,sentiment,content
699,Undefined,0,142,negative,A Ghanaian immigrant and United States Army private named Emmanuel Mensah died after saving multiple lives in a Bronx apartment building fire.
700,Undefined,0,119,positive,U.S. Rep. Lauren Boebert received her GED diploma a few months before winning election to the House of Representatives.
701,Undefined,0,66,neutral,Photograph shows lions resting in the shade of an airplane's wing.
702,Undefined,0,200,negative,Virgin Group founder Richard Branson said that years ago Donald Trump spent the entirety of a two-hour lunch vowing to 'spend the rest of his life destroying five people' who had declined to help him.
703,Undefined,0,83,neutral,McDonald's workers in Denmark make $22 an hour and have six weeks of paid vacation.
704,Undefined,0,107,positive,"Users of online dating apps attempted to help identify people who stormed the U.S. Capitol on Jan. 6, 2021."
705,Undefined,0,147,neutral,The Department of Health and Human Services has scheduled web site maintenance for Healthcare.gov on most Sundays during Obamacare open enrollment.
706,Undefined,1,129,neutral,Says Florida Agriculture Commissioner Nikki Fried 'spent millions of dollars to put her face on every gas pump across this state.
707,Undefined,1,79,neutral,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money."
708,Undefined,1,203,positive,"'The one good thing about the antibodies if you've had it, is it actually is even better than the vaccine, and here's why. With the vaccine you can still transmit, with the antibodies you can't transmit."
709,Undefined,1,152,positive,'Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking' by Hillary Clinton.
710,Undefined,1,129,neutral,"When asked if he's defended former U.S. ambassador to Ukraine Marie Yovanovitch, 'I've defended every single person on this team."
711,Undefined,1,53,neutral,Says Donald Trump was back on Twitter as of May 2021.
712,Undefined,1,46,neutral,Says Joe Biden 'is trying to shut FL's border.
713,Undefined,1,95,negative,'Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.
714,Undefined,1,120,neutral,"'I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic."
715,Undefined,1,39,positive,Says Osama bin Laden endorsed Joe Biden
716,Undefined,1,132,negative,'Airlines are meeting today to discuss the risks of carrying vaxed passengers due to the risk of clots and the liabilities involved.
717,Undefined,1,68,positive,'Joe Biden is handing our power grid to the Chinese Communist Party.
718,Undefined,1,80,negative,All charges were dropped against Bill Cosby and he was granted an early release.
719,Undefined,1,62,neutral,'Old C-SPAN footage of Joe Biden introducing man in blackface.
720,Undefined,1,76,negative,'Biden's teleprompter told him to 'LEAVE NOW' when his speech was concluded.
721,Undefined,1,119,negative,"'We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives."
722,Undefined,1,108,positive,'Schools are trying to make a law that teachers can see girls' private parts to make sure they're not trans.
723,Undefined,1,72,neutral,Old photo shows Georgia Gov. Brian Kemp and his mother wearing KKK garb.
724,Undefined,1,41,neutral,'Voting machines found in bus in Arizona.
725,Undefined,1,113,neutral,"The man pictured in a mugshot is not Derek Chauvin, the officer who was recorded kneeling on George Floyd's neck."
726,Undefined,1,86,positive,Says Nancy Pelosi 'said Trump is BEST PRESIDENT ever' and 'holds new election' for him
727,Undefined,1,106,positive,'Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.
728,Undefined,1,61,positive,A photo shows Adolf Hitler holding a Bible like Donald Trump.
729,Undefined,1,99,positive,Says the COVID-19 vaccine doesn't 'prevent catching or spreading' the virus 'and only lasts months.
730,Undefined,1,50,neutral,Mail-in voting requires no signature verification.
731,Undefined,1,95,positive,"Says Chelsea Clinton tweeted, 'If Jesus were alive today he'd be working at Planned Parenthood."
732,Undefined,1,58,negative,'No candidate has ever won both Florida and Ohio and lost.
733,Undefined,1,166,neutral,"'The Lancet peer-reviewed study confirms vaccine efficacy, not as 95% stated by the vaccine companies, but as: AstraZeneca 1.3%; Moderna 1.2%; J&J 1.2%; Pfizer 0.84%."
734,Undefined,1,76,negative,'Cuomo ended cash bail ... and now the crime rate has gone through the roof.
735,Undefined,1,97,neutral,'This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he's making out!!!'
736,Undefined,1,120,negative,'There are hit squads being trained all over this country' to violently oppose a second term for President Donald Trump.
737,Undefined,1,93,positive,'Terry (McAuliffe) calls in his friend Joe Biden to actually put the DOJ on Virginia parents.
738,Undefined,1,127,negative,Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.
739,Undefined,1,78,neutral,"'Now, 50% of all of America, more than any other country, is fully vaccinated."
740,Undefined,1,216,negative,"Department of Homeland Security 'deemed as terrorism' behavior that includes 'resisting COVID regulations' and 'thinking the election was rigged.'...'In other words, if you are a Trump supporter, you are a terrorist."
741,Undefined,1,55,positive,Says Taylor Swift wants to remove the Statue of Liberty
742,Undefined,1,101,positive,Six states 'decided to stop counting' votes as Donald Trump was 'headed for a win' on election night.
743,Undefined,1,82,negative,Says Joe Biden's presidential campaign donated $20 million to bail out protesters.
744,Undefined,1,195,neutral,"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they 'will enter your home and physically attempt robbery."
745,Undefined,1,223,neutral,"'While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption' which means 'the government will be able to see all of your messages and listen to all of your calls."
746,Undefined,1,50,neutral,An election worker in Georgia threw away a ballot.
747,Undefined,1,79,negative,'Texas has launched 'Operation Lone Star' to finish the border wall themselves.
748,Undefined,1,136,negative,The widow and son of a deceased military veteran looked on in horror as Speaker Nancy Pelosi ripped up a copy of the State of the Union.
749,Undefined,1,70,negative,Democrats 'spent 4 years refusing to acknowledge Trump's 2016 victory.
750,Undefined,1,118,negative,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.
751,Undefined,1,133,negative,"In voting by mail, 'hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills."
752,Undefined,1,76,positive,Says Joe Biden played N.W.A.'s 'F--- Tha Police' during an event in Florida.
753,Undefined,1,83,neutral,There is an 'epidemic of plane crashes linked to vaccine-related strokes in pilots.
754,Undefined,1,55,neutral,'Lauren Boebert received a PPP loan for her restaurant.
755,Undefined,1,105,negative,"'40,000 rejected vote by mail ballots in DeKalb County need to be cured by Friday or they will be tossed."
756,Undefined,1,69,negative,Says Disneyland is enforcing a 'no scream' policy on roller coasters.
757,Undefined,1,88,neutral,Says 'the feds closed the courtroom' when El Chapo started naming Democrats he paid off.
758,Undefined,1,68,neutral,Says Joe Biden said 'Why am I doing this? Why? What is my real aim?'
759,Undefined,1,87,neutral,"In manufacturing, 'I brought back 700,000 jobs. (Obama and Biden) brought back nothing."
760,Undefined,1,116,neutral,Says El Chapo testified in court that he paid off Nancy Pelosi to keep the U.S.-Mexico border open for drug cartels.
761,Undefined,1,50,negative,Says Republican lawmakers delayed COVID-19 testing
762,Undefined,1,77,neutral,'You said you went to Delaware State but you forgot the name of your college.
763,Undefined,1,70,positive,'Scientists Claim to Spot Fungus Growing on Mars in NASA Rover Photos'
764,Undefined,1,68,negative,'Dandelion root is able to kill 98% of cancer cells within 48 hours.
765,Undefined,1,96,negative,A study 'showed that over 1 million people in North Carolina have now been exposed to the virus.
766,Undefined,1,75,positive,'The mayor of Livermore California explains Trump's popularity and success.
767,Undefined,1,51,positive,'Joe Biden admits he is governing like a 'dictator.
768,Undefined,1,41,negative,Says 'Joe Biden wants to ban 9mm pistols.
769,Undefined,1,54,negative,'Kamala Harris refused to be sworn in using the Bible.
770,Undefined,1,89,positive,A study from the CDC and the WHO 'proves face masks do not prevent the spread of a virus.
771,Undefined,1,41,neutral,Photo shows Joe Biden asleep at his desk.
772,Undefined,1,45,neutral,Says Joe Biden called for a jihad in a video.
773,Undefined,1,156,neutral,"Overnight, election workers 'found' 140,000 mail in ballots in Wisconsin; 200,000 in Michigan and 1 million in Pennsylvania. 'All for Biden. None for Trump."
774,Undefined,1,53,neutral,'President-elect Biden steps down as president-elect.
775,Undefined,1,72,negative,'Corona virus: Florida man arrested for robbery using cough as a weapon.
776,Undefined,1,78,negative,Says a teenage Pete Buttigieg was arrested in the late 1990s for killing dogs.
777,Undefined,1,91,negative,An image shows National Guard at the Capitol during the Black Lives Matter protests in D.C.
778,Undefined,1,115,neutral,''Simple math' shows Biden claims 13 million more votes than there were eligible voters who voted in 2020 election.
779,Undefined,1,45,positive,"Says FEMA is giving essential workers $1,000."
780,Undefined,1,123,negative,Flights across America are backed up because airline crews are 'refusing the mandated jab' and walking off boarded flights.
781,Undefined,1,78,negative,"'You go to a gun show, you can buy whatever you want, and no background check."
782,Undefined,1,137,negative,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a 'peaceful' transfer of property from victims to thieves
783,Undefined,1,75,neutral,"'In California, Democrats have intentionally implemented rolling blackouts."
784,Undefined,1,61,positive,'There is no added safety to the public if you're vaccinated.
785,Undefined,1,137,negative,The COVID-19 vaccines 'failed miserably' in animal trials and are 'a type of gene therapy that several top scientists warn will kill you.
786,Undefined,1,96,negative,Says the Tampa Bay Buccaneers owner paid for a Wall Street Journal ad critical of the president.
787,Undefined,1,32,neutral,'Biden concedes 6 million votes.
788,Undefined,1,55,neutral,A heat wave melted turbine blades at a Texas wind farm.
789,Undefined,1,100,neutral,'CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.
790,Undefined,1,84,negative,Scam artists are using Amazon to send people face masks laced with 'something toxic.
791,Undefined,1,73,neutral,Says Joe Biden was 'wearing a wire' during the first presidential debate.
792,Undefined,1,44,negative,An Ohio doctor died from a COVID-19 vaccine.
793,Undefined,1,232,neutral,"'The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection."
794,Undefined,1,62,negative,The Obama administration 'didn't do anything about' swine flu.
795,Undefined,1,79,positive,'60% of patients admitted to the hospital in the UK have been fully vaccinated'
796,Undefined,1,140,negative,Said Rep. Alexandria Ocasio-Cortez and her allies 'blocked a resolution condemning anti-Semitism - which I passed unanimously in the Senate.
797,Undefined,1,71,negative,"Says over 1,000 mail in ballots were found in a dumpster in California."
798,Undefined,1,135,positive,"'As soon as I endorsed (Supreme Court Justice Daniel Kelly), the Wisconsin Democrats said, let's move the election to two months later."
799,Undefined,1,82,neutral,Says Kamala Harris said there will be 'a federal tax on your home for reparations.
800,Undefined,1,68,negative,'Bloomberg says he wants to ban guns holding more than three rounds.
801,Undefined,1,110,negative,'Virginia man arrested for having Minecraft worlds that were exact replicas of classified U.S. military bases.
802,Undefined,1,48,negative,"Nine 'antifa members arrested' in Portland, Ore."
803,Undefined,1,63,neutral,"Under HR 1, a person can still vote if they are 16, in the U.S."
804,Undefined,1,65,negative,Says Jan. 6 Capitol riot 'didn't seem like an armed insurrection.
805,Undefined,1,158,negative,"Says President Donald Trump implemented 'a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions."
806,Undefined,1,160,negative,Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.
807,Undefined,1,73,neutral,'We've had more voter turnout since voter ID was passed than ever before.
808,Undefined,1,161,neutral,"Social media posts stated: 'Remember Kamala telling Joe during the debate, 'You will do whatever the Chinese tell you! They gave your son over a billion dollars."
809,Undefined,1,71,neutral,Changes to DACA during his administration are 'because of the pandemic.
810,Undefined,1,80,positive,Says the state of Maryland issued these Independence Day 2020 safety guidelines.
811,Undefined,1,104,neutral,"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is 'implanting something."
812,Undefined,1,25,neutral,'Japan drops vax rollout'
813,Undefined,1,97,positive,'Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.
814,Undefined,1,124,positive,Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is 'not constitutional.
815,Undefined,1,116,negative,'Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their 'try to be less White' statement.
816,Undefined,1,153,negative,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension."
817,Undefined,1,134,negative,"'America has been vaccinating cattle for coronavirus for years, yet the news tells you it's new and gunna kill you all so go buy mask."
818,Undefined,1,71,positive,Says you can get a free $100 Lowe's coupon by answering a few questions
819,Undefined,1,84,positive,'WHO admits their testing grossly overstates individuals testing positive for COVID.
820,Undefined,1,64,neutral,Video shows Joe Biden saying 'we can only re-elect Donald Trump.
821,Undefined,1,87,neutral,Says news stories referencing 322 and COVID-19 are proof cases are being 'synchronized'
822,Undefined,1,84,negative,Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.
823,Undefined,1,68,negative,Says Democrats 'blocked the Iowa poll' and 'blocked the Iowa caucus.
824,Undefined,1,85,negative,Wearing face masks may cause 'pulmonary fibrosis' and other health risks in children.
825,Undefined,1,116,negative,'Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.
826,Undefined,1,132,positive,'The point of defunding the Police in Minneapolis is that Minnesota is where Obama settled 1 Million Islamics. They want Sharia Law.
827,Undefined,1,64,negative,"'The flu killed 80,000 Americans last year according to the CDC."
828,Undefined,1,51,positive,'We saved 2 million people' from dying of COVID-19.
829,Undefined,1,63,neutral,Says the nation is locked down and there's 'a wide open border.
830,Undefined,1,87,neutral,"'Only sign outside Bucks County voting place. Democrats shown, republicans blurred out."
831,Undefined,1,126,negative,"'U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal."
832,Undefined,1,53,neutral,Dr. Fauci says every American should be microchipped.
833,Undefined,1,54,neutral,Says 5-year-olds can 'take hormones and change my sex.
834,Undefined,1,65,neutral,Photo shows ''kids in cages' taken in 2014 under the Obama admin.
835,Undefined,1,200,negative,"'When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier."
836,Undefined,1,118,negative,'Republican state senators' who started an audit of 2020 election results in Maricopa County are 'exposing this fraud.
837,Undefined,1,66,neutral,President Joe Biden changed suits during his visit to the Vatican.
838,Undefined,1,74,neutral,Says Gov. Tony Evers 'removed the American flag from the Capitol building'
839,Undefined,1,49,negative,Photo shows a gravestone in Japan with a QR code.
840,Undefined,1,105,positive,"Says Alexandria Ocasio-Cortez spent $30,000 to attend the Met Gala and 'God knows how much on that dress."
841,Undefined,1,75,neutral,'Joe Biden is no longer the President-elect according to RealClearPolitics.
842,Undefined,1,57,positive,The Supreme Court 'has decided to take up the Texas case.
843,Undefined,1,70,neutral,COVID-19 vaccines contain 'RNA-modifying transhumanism nanotechnology.
844,Undefined,1,88,neutral,"Says Donald Trump is not at Walter Reed National Military Medical Center, 'he is on AF1."
845,Undefined,1,80,negative,'Manipulated Video used in House Impeachment Looks to Have VIOLATED House Rules'
846,Undefined,1,133,neutral,'Houston Texans coming out for the Black National Anthem then going into the locker room for THE REAL NATIONAL ANTHEM is DISGRACEFUL.
847,Undefined,1,57,negative,Says series of 11 photos are 'from the 1918 flu pandemic.
848,Undefined,1,73,neutral,Says the NBA is asking Donald Trump to 'resign or we'll never play again.
849,Undefined,1,107,negative,North Carolina Gov. Roy Cooper 'has not left the Governor's Mansion since the start of the #COVID19 crisis.
850,Undefined,1,69,negative,Facebook is changing its hate speech policy to ban 'Let's go Brandon.
851,Undefined,1,67,negative,'FEMA is paying for hotel rooms!!!' for Texas winter storm victims.
852,Undefined,1,83,negative,"Says if you take the oath of office on the Koran, 'then you have committed treason."
853,Undefined,1,177,negative,"Says Raz Simone 'conquered' part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned."
854,Undefined,1,110,positive,A map shows 'all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.
855,Undefined,1,112,negative,'The minions from 'Despicable Me' are based off of these Jewish children tortured by Nazis during the Holocaust.
856,Undefined,1,117,neutral,"A 'peer reviewed, scientific study showed that the COVID-19 vaccine causes two deaths for every three lives it saves."
857,Undefined,1,36,neutral,Al-Qaida is 'gone' from Afghanistan.
858,Undefined,1,32,negative,'QAnon violence! There is none.'
859,Undefined,1,30,neutral,Says Joe Biden is a socialist.
860,Undefined,1,178,neutral,"Says NBC News' Kristen Welker 'gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House."
861,Undefined,1,227,negative,Tennis star Serena Williams wrote that she's 'sick of COVID-19. I'm sick of black vs. white. I'm sick of Democrats vs. Republicans. I'm sick of gay vs. straight. I'm sick of Christians vs atheists. I'm REALLY sick of the media.
862,Undefined,1,79,negative,'CA inmate pregnant after being forced to share prison with transgender 'woman.
863,Undefined,1,62,neutral,HR 1 'automatically registers every welfare recipient to vote.
864,Undefined,1,51,neutral,Says a photo shows Ilhan Omar without a head scarf.
865,Undefined,1,60,neutral,Says Joe Biden's infrastructure plan 'is the Green New Deal.
866,Undefined,1,67,neutral,'North Carolina & Virginia State line is closed. Nothing in or out.
867,Undefined,1,83,negative,Says Kobe Bryant's wife 'recorded her suicide after depression attack this morning.
868,Undefined,1,97,negative,'The Columbia school buildings in my district have the lowest test scores in all of Boone County.
869,Undefined,1,73,positive,'Joe Biden and the Democrats want to remove any term that denotes gender.
870,Undefined,1,57,neutral,"'In South Dakota, I'm putting prayer back in our schools."
871,Undefined,1,113,positive,"'Pelosi's $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check... they never lost their job!'"
872,Undefined,1,112,positive,"'Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade."
873,Undefined,1,76,neutral,A photo shows paleontologists in Greece discovering the skeleton of a giant.
874,Undefined,1,84,neutral,Photo shows 'Wayfair president of operations Bill Hutcherson with Ghislaine Maxwell.
875,Undefined,1,68,neutral,'The (corona)virus just isn't nearly as deadly as we thought it was.
876,Undefined,1,178,negative,"'Autopsies prove that COVID-19 is' a blood clot, not pneumonia, 'and ought to be fought with antibiotics' and the whole world has been wrong in treating the 'so-called' pandemic."
877,Undefined,1,47,neutral,'WHO now saying you do not need to wear a mask.
878,Undefined,1,180,negative,People charged in the Jan. 6 assault on the U.S. Capitol are 'political prisoners' and 'non-violent trespassers' who have been held in solitary confinement for the past six months.
879,Undefined,1,61,neutral,An episode of 'The Simpsons' showed Donald Trump in a coffin.
880,Undefined,1,99,neutral,Says Donald Trump offered his hotel 'to our troops to sleep in after they were put in a car garage.
881,Undefined,1,181,neutral,"Says Gov. Ron DeSantis 'just signed legislation requiring students, faculty and staff at Florida's public universities and colleges to register their political views with the state."
882,Undefined,1,212,negative,NC liquor stores were deemed essential 'because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms.
883,Undefined,1,89,neutral,Bernie Sanders has 'never taken corporate lobbyist money in his *entire political career.
884,Undefined,1,87,positive,The voting bill known as H.R. 1 'would force states to adopt universal mail-in ballots.
885,Undefined,1,107,neutral,An image shows President Joe Biden touching Olivia Rodrigo's shoulders during a White House press briefing.
886,Undefined,1,127,negative,"Broken voting machines in Russellville, Ark., tried to automatically tally votes meant for Donald Trump as votes for Joe Biden."
887,Undefined,1,91,negative,Says he's the one who gave the nickname 'Mad Dog' to former Defense Secretary James Mattis.
888,Undefined,1,95,negative,'They're unable to administer vaccines if the lockdown ends because the emergency ends with it.
889,Undefined,1,141,positive,"'(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly."
890,Undefined,1,61,neutral,"'Man visited Albany, N.Y. days before dying from coronavirus."
891,Undefined,1,188,negative,"California Gov. Gavin Newsom 'is sending Ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one' and the election is 'Rigged."
892,Undefined,1,52,negative,Says it's 'OK to kill babies once born' in Virginia.
893,Undefined,1,79,neutral,"'New York's 1,200+ homeless veterans are ineligible for these $15,600 payments."
894,Undefined,1,101,positive,'Not one court has looked at the evidence and said that Biden legally won' the presidential election.
895,Undefined,1,81,negative,'Miami-Dade reporting 23% of early ballots being rejected for missing signatures.
896,Undefined,1,100,negative,Says Rachel Levine 'is telling us that Dr. Seuss books and Mr. Potato Head are bad for the children.
897,Undefined,1,41,negative,"'The flu killed 80,000 people in the U.S."
898,Undefined,1,108,neutral,There are 'absolutely no patients' at Los Angeles hospital considered the center of region's COVID-19 surge.
899,Undefined,1,64,negative,"In this photo, 'Man uses a gun to rob a Texas convenience store."
900,Undefined,1,96,negative,'President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.
901,Undefined,1,148,neutral,"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham 'has had the firearms of her guards and household seized."
902,Undefined,1,142,neutral,Georgia didn't update its voter rolls prior to the 2020 presidential election; 'this means we (you!) won the presidential election in Georgia.
903,Undefined,1,72,neutral,A photo shows Mike Tyson wearing a T-shirt with an anti-vaccine message.
904,Undefined,1,119,positive,"'A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security."
905,Undefined,1,79,negative,Says the Pentagon killed a man who invented a water-powered fuel cell for cars.
906,Undefined,1,88,neutral,The knife was on the ground when police arrived at the scene of Ma'Khia Bryant shooting.
907,Undefined,1,68,negative,'Parents who challenge school curriculums are domestic terrorist(s).
908,Undefined,1,91,negative,November election data shows a 'stunning anomaly in the rejection rate of absentee ballots.
909,Undefined,1,56,neutral,Mosquitoes can transfer COVID-19 'from person to person'
910,Undefined,1,137,negative,"Quotes Gov. Gretchen Whitmer as saying, 'Now is not the time to live by the Constitution, it's time to put that damn thing in a shredder."
911,Undefined,1,33,neutral,'Hillary Clinton hanged at GITMO.
912,Undefined,1,125,negative,Says CNN reported that Joe Biden authorized 'a U.S. intervention in Haiti after the assassination of President Jovenel Moïse.
913,Undefined,1,49,neutral,'Dr. Fauci sat on Microsoft's board of directors.
914,Undefined,1,60,neutral,'Jaime Harrison is being left off of South Carolina ballots'
915,Undefined,1,105,neutral,Anthony Fauci was on the Clinton Foundation board for 20 years and 'currently serves on Gates Foundation.
916,Undefined,1,89,negative,Says a photo shows an elephant carrying a lion cub to a pool of water so it wouldn't die.
917,Undefined,1,91,neutral,"'The day Al Gore was born there were 130,000 glaciers on Earth. Today, only 130,000 remain."
918,Undefined,1,91,positive,'Covid-19 means 'certificate of identification of vaccination with artificial intelligence.
919,Undefined,1,124,neutral,Merriam-Webster recently changed its definition of 'anti-vaxxer' to include people who oppose laws that mandate vaccination.
920,Undefined,1,35,neutral,'Wisconsin found 112k votes at 3am.
921,Undefined,1,111,negative,'Pfizer vaccine now completely worthless in Israel as >80% of all COVID-19 patients were previously vaccinated.
922,Undefined,1,227,positive,"A post comparing two construction workers - 'Joe legal' and 'Jose illegal' - says 'Jose' pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college."
923,Undefined,1,148,neutral,Says Joe Biden has driven the current coronavirus surge because he 'imported more virus from around the world by having a wide open southern border.
924,Undefined,1,68,neutral,Video shows Joe Biden faked an interview in front of a green screen.
925,Undefined,1,74,neutral,"'Church services can't resume until we're all vaccinated, says Bill Gates."
926,Undefined,1,123,negative,"If the voting bill H.R. 1 is passed, 'absentee ballots would be mailed out to anyone without proof of the voter's identity."
927,Undefined,1,117,positive,Says Target ended its 'Heroes & Helpers' program that pairs children with police officers for holiday shopping trips.
928,Undefined,1,154,negative,"A new Facebook/Meta rule allows the company to use people's photos without their permission, and posting a notice on your page will stop it from doing so."
929,Undefined,1,97,negative,'The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].
930,Undefined,1,36,positive,The novel coronavirus was 'man-made.
931,Undefined,1,45,positive,The Pfizer COVID-19 vaccine 'is not approved.
932,Undefined,1,102,neutral,"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down."
933,Undefined,1,100,positive,"Says Donald Trump 'just promised that if he wins reelection, he'll gut Social Security and Medicare."
934,Undefined,1,102,neutral,"Says Joe Biden received a sudden influx of 138,339 votes in Michigan while Donald Trump received none."
935,Undefined,1,147,negative,Says of Gov. Tony Evers and 2020 violence in Kenosha after the police shooting of Jacob Blake: 'It took the loss of lives before help finally came.
936,Undefined,1,70,positive,Bank of America just pledged $1 billion dollars to Black Lives Matter.
937,Undefined,1,177,positive,"A study 'suggests that even after two years of hormone therapy, biological boys still maintain significant advantages over girls, including being 12% faster on the 1.5-mile run."
938,Undefined,1,181,positive,"Quotes LeBron James as saying, 'I don't want nothing to do with white people. I don't believe they want anything to do with me. I don't want no (white) friends. It's me and my boys."
939,Undefined,1,57,neutral,'Sunday was never used before as a voting day in Georgia.
940,Undefined,1,87,positive,"'80% of people taking the Moderna vaccine had significant side effects, via Bill Gates."
941,Undefined,1,69,negative,A Time magazine cover calls Donald Trump the 'Worst. President. Ever.
942,Undefined,1,113,negative,"Says ATF chief nominee David Chipman was part of the 1993 assault on the Branch Davidian compound in Waco, Texas."
943,Undefined,1,86,negative,"Says Kaleb Torres, a young spokesperson for Shriners Hospitals for Children, has died."
944,Undefined,1,150,negative,"Says Joe Biden and Barack Obama 'directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up."
945,Undefined,1,131,neutral,'Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years.
946,Undefined,1,79,neutral,"Says there are fewer than 2,000 confirmed COVID-19 hospitalizations in the U.S."
947,Undefined,1,131,negative,Contractors hired by government officials to frame Donald Trump are 'behind the fake news in mainstream media' and recent protests.
948,Undefined,1,127,negative,"The longest filibuster in U.S. history was 75 days and 'took place in 1964, when Democrats tried to block the Civil Rights Act."
949,Undefined,1,98,neutral,'The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.
950,Undefined,1,140,negative,The media 'pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.
951,Undefined,1,108,neutral,Says Nabisco is closing plants in Georgia and New Jersey and 'moving to Mexico' because of Biden's election.
952,Undefined,1,48,positive,"'If you like your private plan, you can keep it."
953,Undefined,1,56,negative,A photo shows Rob Cantrall at a recent Michigan protest.
954,Undefined,1,100,negative,'BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.
955,Undefined,1,157,negative,The premier of Australia's Victoria state 'is freezing people's bank accts' if they are not vaccinated. 'They can't buy or sell until forced into submission.
956,Undefined,1,49,neutral,Says 'we will know which candidate you voted for.
957,Undefined,1,87,negative,Says Republican leaders 'are working hard to cover up election corruption in Wisconsin.
958,Undefined,1,114,negative,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal."
959,Undefined,1,116,negative,'NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.
960,Undefined,1,172,positive,"'If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data."
961,Undefined,1,50,neutral,Nancy Pelosi is no longer the Speaker of the House
962,Undefined,1,43,neutral,'Dr. Fauci: No reason to be wearing a mask.
963,Undefined,1,185,negative,Says 'showing up at the front doors of people's houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.
964,Undefined,1,117,neutral,The Biden White House has 'no one there. They don't travel. They don't go down to the border. They don't go overseas.
965,Undefined,1,41,neutral,'Boom! Georgia 1st to decertify election.
966,Undefined,1,56,negative,'Voter FRAUD exposed in Georgia. Over 2600 votes 'FOUND.
967,Undefined,1,69,negative,Photo shows Time magazine cover with Barack Obama that says 'Treason.
968,Undefined,1,101,neutral,"'If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies."
969,Undefined,1,62,positive,'They didn't allow' Simone Biles 'to take her ADHD medication.
970,Undefined,1,117,negative,The chaos at the Kabul airport as the Taliban took over Afghanistan's capital was a 'false flag event to provoke WW3.
971,Undefined,1,204,positive,"'Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history."
